2-Dehydro-3-deoxy-arabino-heptonate-7P	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C13-label-14	907321	522630.75	842420.06	803579.31	697460.44	983502.5	1097555.88	1134511.5	1111792.88	941904.5	940514.19	997987	1030476.81	947883.69	1131703	1189362.25	1154875.62	1193198	1054212.5	1068260.5	1200322.12	1025120.94	1063276.5	723391.06	1065461.5	1080534.12	1110158.88	1045074.5	1169577.5	787083.5	1090104.5	1116565.62	1065314	1092778.5	1047464.5
C13-label-15	1493998.38	853256.19	1301112.5	1393061.62	1087196.12	1584404.5	1582706.62	1635490.88	1670879.38	1435904.38	1469411.12	1474444	1731628.62	1488013.12	1755789	1697741.38	1821061.38	1775163.62	1607250.38	1734515.38	1768395.38	1514989.62	1730990.88	1181534.62	1637855.62	1700852.12	1844987.38	1695478.88	1773663.38	1303004.38	1546972.62	1826460.38	1653803.88	1738066.38	1599330.12
																																			
UDP-N-acetylglucosamine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	2189271.25	1513983.62	3320319	4643137.5	3497172	5860269.5	5423003.5	5592629.5	4866448.5	2238697.25	2669546	2789118.75	4377622.5	4381896.5	7056933.5	8147235.5	6199408	8550561	2547687.25	2171342	3165691.25	3741108	4663117.5	3882197.75	7740420.5	6877918	4311762	2937957.75	5957541.5	3856588.75	6574214.5	5298293	5014116	6728492	4558298
C13-label-1	437025.62	274820.91	687574.25	877103.56	657993.06	1240875.38	1137523.5	1166361.62	954521.06	451552.25	497260.34	660651.94	967329.56	816436.69	1370698.12	1613647	1219609.5	1712290.62	490434.34	431639.28	660954.94	793226.31	964091.44	764581.5	1633894.5	1341734	806342.5	574790.12	1188818.5	876791.25	1213794.25	1045551.56	998896.06	1293472.88	920229.81
C13-label-2	106690.62	83440.65	175171.11	272302.47	199009.98	345890.84	280362.66	280550.47	263265.97	112888.77	132871	159123.52	219577.62	267478.75	363476.97	466972.38	321126.25	398714.84	142410.14	98640.1	141949.45	206567.5	226776	202035.25	401179.91	413862	195421.92	145267.08	266328.28	201784.83	364174.5	280835	234018.75	293335.38	220286.69
C13-label-3	8674.15	5338.67	17427.95	13451.1	9811.77	42498.5	50631.5	29014.13	24140.24	9927.37	9032.22	0	12128.38	20299.88	39958.41	50480.35	34460.46	38879.13	7165.67	9025.42	6849.31	10030.87	20136.49	25250.42	72548.41	28737.23	10079.43	8406.89	22453.07	17045.16	17407.21	19552.8	0	26375.82	12961.9
C13-label-7	0	0	0	0	0	0	0	0	0	0	0	8765.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-9	6120.13	0	8175.83	6853.53	0	19944.28	0	12304.7	0	0	0	0	9007.09	0	0	8185.9	0	0	0	0	8641.67	0	7345.48	5164.19	0	10745.47	0	7655.24	8566.67	0	16509.86	10229.31	0	11163.99	0
C13-label-10	8105.3	7445.14	21275.02	27679.94	7289.38	29384.72	12131.09	28459.11	0	8252.22	9278.58	13668.56	9044.84	11940.88	19935.2	23278.43	11855.19	12582.45	7152.88	22229.26	21465.37	9143.97	7438.62	8947.1	36576.57	9511.59	10143.19	11954.4	21246.61	10604.68	17726.44	37327.08	13199.71	15500.16	15539.87
C13-label-11	30110.62	6593.12	23459.49	32849.48	19409.75	12740.62	19613.69	34241.96	51951.81	35761.62	43298.3	30906.98	42023	16911.82	43007.9	35357.79	23253.12	40130.5	33921.52	45860	38046.85	16749.75	14023.5	18931.55	38210.55	34765.71	34285.96	25732.23	37266.22	9556.27	17275.49	16751.17	31877.04	36766.07	13741.27
C13-label-12	6390.44	0	6339.44	12132.59	0	9287.86	13205.19	0	7146.49	7506.38	8388.84	9488.38	0	13929.68	7360.3	7903.9	0	0	9101.41	8411.92	9027.44	13899.57	10402.57	7702.53	0	8372.53	9685.8	0	15585.28	6988.26	0	0	10609.44	0	14394.33
C13-label-13	46538.39	13203.02	18496.51	12950.37	18339.93	30039.92	58487.31	35513.86	46049.67	22437.77	32917.1	52432.47	23783.71	10858.29	30684.5	26352.45	64059.64	34679.86	13119.03	21855.27	46304.36	34390.02	13346.45	45090.5	38166.05	46802.14	35205.22	53809.83	15954.81	40388.36	35394.55	31122.81	43601.13	58628.61	18594.25
C13-label-14	143179.08	146905.5	196144.3	210366.25	138397.86	203646.94	198106.64	205552.45	250794.81	203537.08	245663.5	193832.8	187820.98	208587.42	217484	215499.64	226348	222120.44	188381.81	170945.31	227031.73	192163.8	208744.58	150951.92	178057.05	165342.81	250631.02	201327.5	195791.39	142313.53	244235.56	232114.98	252128.5	266312.25	288162.09
C13-label-15	810894.25	642085.81	807310	883767.69	628087.94	929834.06	882088.56	904820.25	1052223.62	882941.06	949814.5	878660.81	897458.5	800644.69	904516.5	965819.19	921870.75	1027761.69	826624	922495.56	925587	817131.44	1045765	623179	904349.31	905898.31	1026401.25	884461	936714.94	657115.56	997595.69	994808.81	1052769.12	1049709.25	1163305.38
C13-label-16	2156327.75	1777379	2126152.25	2477792	1655123.12	2591110.75	2257200.25	2541108.75	2632583.25	2638252.25	2620042.75	2530619	2645120.75	2110029.75	2439651.75	2548838.75	2661450	2696970	2212219.75	2728334.25	2616794.25	2355654.25	2800171.25	1829809.38	2547178.25	2415888.75	2609182.25	2492616	2564114.25	1767882.38	2834945	2660510.25	2636532.75	2781870.25	3017779.25
C13-label-17	4086217.75	3587407.25	4449864	5062386.5	3294603.25	4894050.5	4770474.5	5393332	5425384.5	4902018	5502181	5258613.5	5352776	4516787.5	5151166	5240842.5	5117645.5	5351357.5	4752908.5	5255028.5	5102472.5	4663270	5770813.5	3553074.25	4784480.5	4931733.5	5835568.5	5037056	5100531.5	3642591.25	5975016	5448660.5	5562211.5	5785122	5825228.5
																																			
Uridine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	379933.97	288913.84	210986.3	281544.72	180391.05	232304.83	179458.81	359195.78	716082.94	186877.06	361936.03	127284.99	135165.31	263135.59	368249.12	365683.84	190941.02	489617.5	251700.64	134110.67	207431.94	259332.98	308817.28	408516.78	304953.03	640594.12	728862.56	381606.12	427991.28	393357	730578.75	647355.19	345635.03	406423.88	574904.19
C13-label-1	36077.57	36777.97	28723.12	13527.09	22313.24	40523.89	23132.45	42139.64	63579.89	23683.52	34772.71	17254.68	21118.87	11564.47	32359.26	46983.87	24085.27	52606.53	29638.75	29136.71	19330.33	22604.29	39810.66	41693.93	40054.86	71457.6	69055.91	39080.95	42156.64	42154.59	59325.04	64789.19	45377.44	34448.12	74073.56
C13-label-2	0	0	0	3241.47	2570.33	0	2356.78	3923.4	5140.97	0	5402.77	0	3755.7	0	6735.84	0	0	4946.07	5288.96	0	6626.67	7468.31	0	0	3250.38	4315.15	4665.2	4574.51	14208.79	0	4173.69	4510.34	10523.08	9951.93	15122.87
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2271.16	0	0	0	0	0	0	0	3049.23	0	0	0	2899.95	0	0	0
C13-label-5	2798.78	0	0	3803.86	0	0	2206.52	0	0	0	0	0	0	0	0	0	0	0	0	2274.3	0	0	0	2467.81	2677.67	0	0	2519.35	0	2947.3	0	0	0	0	0
C13-label-6	0	0	0	0	0	0	0	0	0	0	0	3795.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2470.59	0	0	0	0	0	0
C13-label-7	11368	16291.83	5347	9519.04	5023.55	3569.65	3563.89	12910.49	16794.82	3567.17	17960.39	10395.2	5679.45	3808.01	11298.01	17468.19	8813.72	9517.8	11989.82	4003.96	9171.71	7118.18	12036.18	11992.15	10326.8	10693.85	4596.63	3104.85	2510.67	3977.66	6905.41	5869.94	3264.67	3272.64	2689.92
C13-label-8	59875.5	84063.96	62576.8	56216	30657.6	43896.11	27612.03	78653.79	76725.6	45686.14	81048.49	51700.28	41091.55	71573.11	67351.7	68364.36	31527.29	66015.72	36697.8	49085.67	59707.23	54248.85	67642.49	74308.16	45234.77	59471.25	64201.28	40888.47	37258.58	36832.45	60344.07	63443.04	30914.2	41753.07	44487.01
C13-label-9	137200.14	166490.19	185396.58	161146.95	92141.19	120754.25	108113.38	213133.58	194840.17	93315.91	203855.33	140485.92	101917.59	142855.39	179279.98	158285.73	89797.01	142869.42	100821.56	116495.34	130468.12	129525	173082.98	181691.36	107299.04	154586.98	165382.73	85967.16	103668.24	112580	135161.69	197731.94	75669.24	103678.21	94619.73
																																			
UTP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	9347359	3608415	8704107	14073949	9540498	9618127	9528361	9344543	7452070.5	6200511.5	6274222	7567729.5	8977580	7956455.5	8971900	12665707	14883572	14411324	11519827	5403194	9863713	12292781	8675839	6183700	12565075	10161895	5908680.5	7512345.5	21122678	18352324	23206858	18350066	10637732	30650624	8529477
C13-label-1	957072.56	426942.59	874558.5	1475213.12	962059.31	1006547.81	941924.06	994129.19	773877.19	602505.5	676374.69	740515.31	932071.5	786217.69	979739.31	1409897	1532374	1537963.38	1164985.62	531431.69	1035352.81	1248236.25	882771	566610.62	1265954.62	1122808.12	581941.75	824079.75	2132927	1894492.38	2516223.25	1960126.38	1208659.62	2862816	815408.5
C13-label-2	309178.72	132807.89	298984.62	455200.66	297921.12	340029.94	365610.84	309198.09	309758.84	187238.48	194750.17	279618.88	284302.03	263257.53	310517.09	468817.28	497290.62	479473.12	388227.34	220096.08	346385.06	409682.34	274367.16	205080.33	407345.22	379487.41	191124.45	250269.42	710602.06	671467.94	756970.19	621253.25	389383.91	1152539.5	320570.16
C13-label-3	0	4820.52	25652.63	51870.95	15146.33	10416.8	0	26716.63	12458.38	6489.1	22079.48	28364.92	12905.81	8350.62	18428.37	23930.63	30820.45	26423.86	22759.34	7026.04	22826.04	28471.93	21581.01	5220.07	47305.26	21068.4	7818.37	18277.51	102012.41	55983.73	43192.89	52229.48	33936.16	120865.02	10885.33
C13-label-4	9929.07	0	0	14650.77	11770.61	7986.72	7665.48	0	8420.84	6292.55	0	0	8557.92	5983.29	0	13012.28	15249.81	9876.71	7691.41	0	6760.79	0	9261.83	7046.79	8218.35	7936	0	13392	7173.34	8309.27	10709.87	8415.19	9150.21	9282.15	0
C13-label-5	16862.26	0	8189.19	8247.23	16376.48	8709.12	10113.18	0	28344.24	0	9743.66	21849.2	16652.58	14100.72	31386.29	10782.49	8823.35	8067.31	9795.37	8008.2	10224.69	9632.03	16479.24	7454.59	10524.89	10273.1	19377.49	18204.49	8470.14	8562.46	12487.69	12711.18	13537.63	0	11882.48
C13-label-6	102394.01	58227.77	77625.51	99955.21	89149.21	101815.73	113978.84	125786.12	130201.26	114290.91	101471.96	121425.44	136744.05	143367.36	122269.46	122755.76	119881.49	156118.89	116238.52	138923.55	164149.56	124090.38	183082.62	116529.71	132302.89	138015.61	157133.66	124594.75	131300.02	144483.58	134437.5	124246.15	163918.36	179728.05	154448.2
C13-label-7	993072.5	458391.59	707334.25	800731.81	662648.06	903706.5	835205.75	977748.19	1015714.69	870735.56	819553.81	885979.44	986637.44	1037312.75	1073752.88	1082296	1156701.88	1098474.12	964020.25	1059231.38	1066495.62	1016114.31	999776.69	786226	980914.19	1090918.38	1038359.75	1091692.62	1130533.62	961829.5	1065981.38	936642.25	1262080.38	1191228.62	1212490.38
C13-label-8	3349152.25	1629813.38	2393800.75	3041128	2355796.5	3121029.75	3220858.75	3130034	3352769.25	3012415.75	2880142.75	3083129	3498218.25	3259824	3487226	3636326.75	3859743.25	3786182.25	3284470	3530683.25	3658300	3614228	3751312	2846901	3817953.25	3951291.25	3440660	3732838	4276541	3261762.75	3688987.75	3338293.25	4314209.5	4222893.5	4145143.25
C13-label-9	9127171	4274409	6657423.5	8133359.5	6681627.5	8348971.5	8804418	9231241	9540271	8513707	7907093.5	9043960	9638061	9450667	10077384	10235013	10796078	10512460	9237466	9730855	10422527	10181296	10270488	7910247.5	10037468	11135033	9784357	10424152	11564139	9289020	10468157	9356196	11788739	11927952	11348152
																																			
Valine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	2542640.25	2592513.75	11977035	20343306	8235250.5	6855391.5	6233977.5	9213899	15170653	2800412.75	6434589.5	7277116.5	12850272	7261264.5	11666781	11806877	6288053.5	10894411	4475750.5	4004468.25	10380356	21871204	16433001	10023560	11010243	8022912.5	16850946	4513185.5	7237054.5	10141803	17593502	9413993	9108507	10550842	14304207
C13-label-1	152282.67	139543.64	628596.19	1120104.38	483553.88	417070.97	298012.03	506734.38	852475.19	154047.19	323666.53	473033.34	740121.69	359116.16	621593.69	689557.25	367062.97	599303.94	227285.67	220513.48	574749.81	1251565.38	940545.75	575720.5	612347.12	408990.84	1003326.5	257512.33	396200.34	556801.69	948711.94	465094.25	491843.03	504058.84	705275.75
C13-label-2	2953.93	0	13656.33	13299.24	4349.75	7189.5	7091.74	4646.44	19643.89	0	8421.39	5732.52	11551.77	4834.54	6815.43	8016.88	3975.8	6175.98	6872.82	2558.23	7452.23	27325.23	8452.45	9411.6	6466.08	5244.22	22906.7	6434.83	4303.3	6437.88	11777.53	12174.44	6059.15	12663.7	19127.78
C13-label-3	16317.48	0	32472.67	21162.34	8634.51	12790.9	22268.49	55368.02	54321.31	21799.83	9266.98	8871.52	9261.4	26499.66	20542.16	25407.88	16732.87	8734.32	17175.51	18860.47	0	25457.88	25457.17	33389.52	9119.62	16429.97	40307.45	16987.11	7244.33	28463.32	32252.07	21097.8	8697.15	21543.66	20144.95
C13-label-4	181505.58	218536.38	423467.09	315798.84	0	373167	253424.69	476952.41	419778.84	239350.38	304818.09	212145.86	175419.67	332396.28	367465	365023.09	214973.17	354668.09	301068.59	161344.94	208970.31	263685.78	387937.34	429654	372760.62	208050	477186.91	375861.84	319696.62	314074.09	400001.41	353122	249996.69	238476.14	255686.98
C13-label-5	1073847.38	1106115.88	2429438.75	2178717.75	1374919.88	1811985.88	1534311.88	2702005.5	2693184.5	1502914.38	2150693.75	1838787.88	1439718.38	1992326	2813254	2578270	1779122	2362216.75	1483445.62	1523740	1945852.12	1979542.38	2566473	2866833	2090230.62	1936410	2607922.25	1821471.5	2341899	2224628	2431808.25	2597669	1973532.12	2019239.5	1964052.62
